po_id,order_date,department,category,item,supplier,unit_cost,quantity,total_cost,lead_time_days,promised_days,on_time,on_contract
PO-10199,2024-01-02,Cardiology,Medical Equipment,Infusion Pump Sets (case 24),Regional MedSupply,354.65,3,1063.95,1,6,True,True
PO-10200,2024-01-26,ICU,Surgical Supplies,Sterile Gauze (case 600),Cardinal Supply Co,56.0,31,1736.0,7,9,True,True
PO-10201,2024-01-18,Emergency,Pharmaceuticals,Propofol Vials (box 10),MedLine Direct,206.34,19,3920.46,1,8,True,True
PO-10202,2024-01-06,Emergency,Medical Equipment,Infusion Pump Sets (case 24),Regional MedSupply,366.96,4,1467.84,1,6,True,True
PO-10203,2024-01-02,Laboratory,Medical Equipment,Infusion Pump Sets (case 24),MedLine Direct,334.6,6,2007.6,6,8,True,True
PO-10204,2024-01-12,Surgery,Pharmaceuticals,Heparin Vials (box 25),OmniHealth Partners,163.98,13,2131.74,6,11,True,True
PO-10205,2024-01-07,Cardiology,PPE & Safety,Face Shields (case 96),Apex Medical Group,79.69,12,956.28,9,13,True,True
PO-10206,2024-01-10,Oncology,Surgical Supplies,Sterile Gauze (case 600),Cardinal Supply Co,55.72,23,1281.56,5,9,True,True
PO-10207,2024-01-17,ICU,Pharmaceuticals,Propofol Vials (box 10),MedLine Direct,205.1,15,3076.5,4,8,True,True
PO-10208,2024-01-26,ICU,Surgical Supplies,Surgical Drapes (case 60),MedLine Direct,143.13,15,2146.95,5,8,True,True
PO-10209,2024-01-26,ICU,Pharmaceuticals,Heparin Vials (box 25),Apex Medical Group,150.98,14,2113.72,13,13,True,True
PO-10210,2024-01-12,Emergency,Pharmaceuticals,Propofol Vials (box 10),Regional MedSupply,230.01,17,3910.17,1,6,True,True
PO-10211,2024-01-12,General Medicine,PPE & Safety,Nitrile Exam Gloves (box 200),Apex Medical Group,10.59,261,2763.99,10,13,True,True
PO-10212,2024-01-07,ICU,PPE & Safety,N95 Respirators (case 210),Apex Medical Group,130.44,25,3261.0,11,13,True,True
PO-10213,2024-01-23,Oncology,Lab & Diagnostics,Specimen Containers (case 500),OmniHealth Partners,61.3,8,490.4,8,11,True,True
PO-10214,2024-01-11,Laboratory,Medical Equipment,Infusion Pump Sets (case 24),Regional MedSupply,337.61,6,2025.66,5,6,True,True
PO-10215,2024-01-12,Surgery,Surgical Supplies,Laparoscopic Trocars (box 6),Regional MedSupply,431.65,7,3021.55,5,6,True,True
PO-10216,2024-01-12,Emergency,Pharmaceuticals,Saline IV Bags 1L (case 12),OmniHealth Partners,69.75,62,4324.5,11,11,True,True
PO-10217,2024-01-23,Surgery,PPE & Safety,N95 Respirators (case 210),OmniHealth Partners,135.03,15,2025.45,6,11,True,True
PO-10218,2024-01-03,Oncology,PPE & Safety,N95 Respirators (case 210),Apex Medical Group,140.16,21,2943.36,10,13,False,False
PO-10219,2024-01-12,General Medicine,Pharmaceuticals,Saline IV Bags 1L (case 12),Apex Medical Group,69.42,81,5623.02,11,13,True,True
PO-10220,2024-01-24,Surgery,Pharmaceuticals,Propofol Vials (box 10),MedLine Direct,206.12,18,3710.16,3,8,True,True
PO-10221,2024-01-10,Oncology,Pharmaceuticals,Heparin Vials (box 25),Apex Medical Group,170.23,12,2042.76,11,13,True,False
PO-10222,2024-01-19,Emergency,Pharmaceuticals,Propofol Vials (box 10),Apex Medical Group,201.3,9,1811.7,9,13,True,True
PO-10223,2024-01-13,General Medicine,PPE & Safety,Nitrile Exam Gloves (box 200),OmniHealth Partners,10.57,311,3287.27,7,11,True,True
PO-10224,2024-01-06,Emergency,PPE & Safety,N95 Respirators (case 210),Regional MedSupply,168.2,16,2691.2,4,6,False,False
PO-10225,2024-01-17,Emergency,Medical Equipment,ECG Electrodes (case 600),MedLine Direct,89.68,1,89.68,5,8,True,True
PO-10226,2024-01-01,Emergency,Lab & Diagnostics,Blood Collection Tubes (case 1000),Regional MedSupply,120.61,24,2894.64,2,6,True,True
PO-10227,2024-01-13,Surgery,PPE & Safety,N95 Respirators (case 210),Apex Medical Group,126.71,18,2280.78,14,13,False,True
PO-10228,2024-01-15,Emergency,Medical Equipment,Ventilator Circuits (case 20),Cardinal Supply Co,255.52,3,766.56,4,9,False,True
PO-10229,2024-01-10,Laboratory,Lab & Diagnostics,Blood Collection Tubes (case 1000),Regional MedSupply,125.29,15,1879.35,4,6,True,True
PO-10230,2024-01-19,Emergency,Pharmaceuticals,Heparin Vials (box 25),Regional MedSupply,176.55,24,4237.2,2,6,True,True
PO-10231,2024-01-19,ICU,PPE & Safety,N95 Respirators (case 210),MedLine Direct,141.62,25,3540.5,5,8,True,True
PO-10232,2024-01-13,ICU,Surgical Supplies,Surgical Drapes (case 60),MedLine Direct,135.05,18,2430.9,2,8,True,True
PO-10233,2024-01-22,Surgery,Surgical Supplies,Suture Kits (box 36),Apex Medical Group,170.72,14,2390.08,10,13,True,True
PO-10234,2024-01-25,Laboratory,Surgical Supplies,Laparoscopic Trocars (box 6),MedLine Direct,412.85,5,2064.25,7,8,True,True
PO-10235,2024-01-26,General Medicine,Pharmaceuticals,Heparin Vials (box 25),Cardinal Supply Co,185.32,31,5744.92,7,9,True,False
PO-10236,2024-01-08,Emergency,PPE & Safety,Nitrile Exam Gloves (box 200),OmniHealth Partners,10.51,360,3783.6,12,11,False,True
PO-10237,2024-01-26,ICU,PPE & Safety,N95 Respirators (case 210),Apex Medical Group,129.44,23,2977.12,12,13,False,True
PO-10238,2024-01-24,ICU,Medical Equipment,Ventilator Circuits (case 20),Cardinal Supply Co,243.55,3,730.65,8,9,True,True
PO-10239,2024-01-06,Cardiology,Medical Equipment,Pulse Oximeter Sensors (box 24),Cardinal Supply Co,327.23,5,1636.15,6,9,True,False
PO-10240,2024-01-02,Surgery,Surgical Supplies,Laparoscopic Trocars (box 6),Cardinal Supply Co,392.6,5,1963.0,4,9,True,True
PO-10241,2024-01-10,Cardiology,Medical Equipment,ECG Electrodes (case 600),OmniHealth Partners,85.52,22,1881.44,14,11,False,True
PO-10242,2024-01-14,Emergency,PPE & Safety,N95 Respirators (case 210),Regional MedSupply,147.8,20,2956.0,1,6,False,True
PO-10243,2024-01-15,Emergency,Pharmaceuticals,Heparin Vials (box 25),Regional MedSupply,177.91,19,3380.29,5,6,True,True
PO-10244,2024-01-27,Surgery,PPE & Safety,Face Shields (case 96),Cardinal Supply Co,87.02,10,870.2,6,9,True,False
PO-10245,2024-01-01,ICU,PPE & Safety,N95 Respirators (case 210),Apex Medical Group,136.11,16,2177.76,12,13,True,True
PO-10246,2024-01-20,Surgery,Surgical Supplies,Suture Kits (box 36),Apex Medical Group,175.53,14,2457.42,12,13,True,True
PO-10247,2024-01-03,Cardiology,Medical Equipment,Ventilator Circuits (case 20),OmniHealth Partners,234.3,5,1171.5,7,11,True,True
PO-10248,2024-01-13,ICU,Lab & Diagnostics,Specimen Containers (case 500),Apex Medical Group,66.2,11,728.2,11,13,True,False
PO-10249,2024-01-24,ICU,Surgical Supplies,Surgical Drapes (case 60),MedLine Direct,135.06,12,1620.72,7,8,True,True
PO-10250,2024-01-27,General Medicine,Surgical Supplies,Surgical Drapes (case 60),OmniHealth Partners,123.43,12,1481.16,9,11,True,True
PO-10251,2024-01-27,Oncology,Lab & Diagnostics,Rapid Flu Test Kits (box 25),OmniHealth Partners,253.63,10,2536.3,10,11,True,True
PO-10252,2024-01-05,Emergency,Surgical Supplies,Suture Kits (box 36),Regional MedSupply,194.98,25,4874.5,2,6,True,True
PO-10253,2024-01-07,Oncology,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Cardinal Supply Co,723.35,5,3616.75,8,9,True,False
PO-10254,2024-01-21,Emergency,Lab & Diagnostics,Rapid Flu Test Kits (box 25),OmniHealth Partners,294.54,11,3239.94,11,11,True,False
PO-10255,2024-01-26,Emergency,PPE & Safety,Face Shields (case 96),OmniHealth Partners,77.76,9,699.84,6,11,True,True
PO-10256,2024-01-16,Emergency,Medical Equipment,Ventilator Circuits (case 20),Cardinal Supply Co,272.78,4,1091.12,11,9,False,False
PO-10257,2024-01-21,Emergency,Medical Equipment,ECG Electrodes (case 600),Regional MedSupply,107.8,18,1940.4,5,6,True,False
PO-10258,2024-01-07,ICU,Surgical Supplies,Laparoscopic Trocars (box 6),Cardinal Supply Co,399.63,5,1998.15,7,9,True,True
PO-10259,2024-01-11,Emergency,Lab & Diagnostics,Rapid Flu Test Kits (box 25),MedLine Direct,262.66,14,3677.24,5,8,True,True
PO-10260,2024-01-20,ICU,Surgical Supplies,Sterile Gauze (case 600),Apex Medical Group,56.82,38,2159.16,9,13,True,True
PO-10261,2024-01-24,Emergency,Lab & Diagnostics,Specimen Containers (case 500),Regional MedSupply,68.02,15,1020.3,2,6,True,True
PO-10262,2024-01-20,Surgery,Pharmaceuticals,Propofol Vials (box 10),Cardinal Supply Co,208.79,23,4802.17,4,9,True,True
PO-10263,2024-01-24,Oncology,PPE & Safety,Isolation Gowns (case 100),OmniHealth Partners,90.37,32,2891.84,11,11,True,True
PO-10264,2024-01-27,Cardiology,Surgical Supplies,Laparoscopic Trocars (box 6),Cardinal Supply Co,392.82,4,1571.28,6,9,True,True
PO-10265,2024-01-14,Laboratory,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Cardinal Supply Co,633.45,6,3800.7,7,9,True,True
PO-10266,2024-01-03,ICU,Medical Equipment,Ventilator Circuits (case 20),MedLine Direct,263.73,4,1054.92,7,8,True,True
PO-10267,2024-01-01,Surgery,Medical Equipment,Ventilator Circuits (case 20),Regional MedSupply,283.11,2,566.22,4,6,False,True
PO-10268,2024-01-20,Cardiology,PPE & Safety,Nitrile Exam Gloves (box 200),OmniHealth Partners,10.93,150,1639.5,11,11,True,True
PO-10269,2024-01-10,Cardiology,Medical Equipment,Pulse Oximeter Sensors (box 24),Regional MedSupply,353.14,6,2118.84,6,6,True,False
PO-10270,2024-01-13,ICU,PPE & Safety,Face Shields (case 96),Regional MedSupply,94.89,9,854.01,2,6,True,False
PO-10271,2024-01-14,ICU,Lab & Diagnostics,Reagent Pack - Chemistry,Regional MedSupply,950.8,3,2852.4,5,6,True,True
PO-10272,2024-01-10,ICU,Medical Equipment,Infusion Pump Sets (case 24),Apex Medical Group,320.04,6,1920.24,15,13,False,True
PO-10273,2024-01-09,Emergency,Surgical Supplies,Laparoscopic Trocars (box 6),Apex Medical Group,387.21,5,1936.05,6,13,True,True
PO-10274,2024-01-05,Emergency,Lab & Diagnostics,Specimen Containers (case 500),Regional MedSupply,67.77,9,609.93,3,6,True,True
PO-10275,2024-01-02,General Medicine,Lab & Diagnostics,Specimen Containers (case 500),MedLine Direct,60.05,20,1201.0,5,8,True,True
PO-10276,2024-01-13,Laboratory,Surgical Supplies,Surgical Drapes (case 60),MedLine Direct,134.58,17,2287.86,7,8,True,True
PO-10277,2024-01-16,General Medicine,Surgical Supplies,Sterile Gauze (case 600),OmniHealth Partners,57.7,32,1846.4,12,11,False,True
PO-10278,2024-01-21,Emergency,Surgical Supplies,Suture Kits (box 36),OmniHealth Partners,193.57,24,4645.68,7,11,False,False
PO-10279,2024-01-03,Cardiology,Lab & Diagnostics,Blood Collection Tubes (case 1000),Regional MedSupply,126.97,17,2158.49,2,6,True,True
PO-10280,2024-01-06,ICU,Lab & Diagnostics,Specimen Containers (case 500),Apex Medical Group,60.74,9,546.66,9,13,True,True
PO-10281,2024-01-27,Emergency,Lab & Diagnostics,Reagent Pack - Chemistry,Cardinal Supply Co,880.28,4,3521.12,5,9,True,True
PO-10282,2024-01-22,ICU,Surgical Supplies,Sterile Gauze (case 600),OmniHealth Partners,56.72,35,1985.2,9,11,True,True
PO-10283,2024-01-03,Oncology,Pharmaceuticals,Propofol Vials (box 10),Apex Medical Group,181.4,16,2902.4,9,13,True,True
PO-10284,2024-01-23,Cardiology,PPE & Safety,Nitrile Exam Gloves (box 200),Apex Medical Group,10.46,354,3702.84,9,13,True,True
PO-10285,2024-01-10,General Medicine,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Cardinal Supply Co,648.53,4,2594.12,11,9,False,True
PO-10286,2024-01-22,Emergency,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Cardinal Supply Co,608.04,3,1824.12,7,9,True,True
PO-10287,2024-01-26,Surgery,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Regional MedSupply,778.15,5,3890.75,5,6,True,False
PO-10288,2024-01-23,General Medicine,Lab & Diagnostics,Reagent Pack - Chemistry,OmniHealth Partners,865.0,3,2595.0,10,11,True,True
PO-10289,2024-01-15,Surgery,Medical Equipment,Infusion Pump Sets (case 24),MedLine Direct,333.83,6,2002.98,2,8,True,True
PO-10290,2024-01-22,Oncology,Medical Equipment,Pulse Oximeter Sensors (box 24),MedLine Direct,288.15,3,864.45,5,8,True,True
PO-10291,2024-01-05,Oncology,Medical Equipment,Pulse Oximeter Sensors (box 24),OmniHealth Partners,272.62,5,1363.1,9,11,True,True
PO-10292,2024-01-22,ICU,Lab & Diagnostics,Reagent Pack - Chemistry,MedLine Direct,895.81,5,4479.05,5,8,True,True
PO-10293,2024-01-10,ICU,Surgical Supplies,Laparoscopic Trocars (box 6),OmniHealth Partners,381.3,4,1525.2,10,11,True,True
PO-10294,2024-01-07,Emergency,Pharmaceuticals,Saline IV Bags 1L (case 12),Apex Medical Group,71.36,29,2069.44,12,13,True,True
PO-10295,2024-01-19,Emergency,Pharmaceuticals,Heparin Vials (box 25),Apex Medical Group,160.48,27,4332.96,10,13,True,True
PO-10296,2024-02-08,Laboratory,Medical Equipment,Pulse Oximeter Sensors (box 24),MedLine Direct,308.86,4,1235.44,7,8,True,True
PO-10297,2024-02-26,ICU,PPE & Safety,Isolation Gowns (case 100),MedLine Direct,101.83,31,3156.73,7,8,True,True
PO-10298,2024-02-24,Surgery,Surgical Supplies,Suture Kits (box 36),MedLine Direct,190.09,18,3421.62,6,8,True,True
PO-10299,2024-02-03,ICU,Medical Equipment,Infusion Pump Sets (case 24),OmniHealth Partners,328.88,7,2302.16,9,11,True,True
PO-10300,2024-02-09,Laboratory,Lab & Diagnostics,Rapid Flu Test Kits (box 25),MedLine Direct,252.15,11,2773.65,6,8,True,True
PO-10301,2024-02-21,General Medicine,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Cardinal Supply Co,645.41,4,2581.64,9,9,True,True
PO-10302,2024-02-10,Surgery,Medical Equipment,Ventilator Circuits (case 20),Regional MedSupply,268.82,6,1612.92,4,6,True,True
PO-10303,2024-02-03,ICU,Surgical Supplies,Surgical Drapes (case 60),Regional MedSupply,140.14,17,2382.38,4,6,True,True
PO-10304,2024-02-08,Laboratory,PPE & Safety,Nitrile Exam Gloves (box 200),Regional MedSupply,12.2,216,2635.2,4,6,True,True
PO-10305,2024-02-22,Cardiology,Lab & Diagnostics,Rapid Flu Test Kits (box 25),Regional MedSupply,300.21,14,4202.94,4,6,True,True
PO-10306,2024-02-19,ICU,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Regional MedSupply,702.15,5,3510.75,2,6,True,True
PO-10307,2024-02-14,Oncology,Surgical Supplies,Surgical Drapes (case 60),MedLine Direct,135.78,8,1086.24,3,8,True,True
PO-10308,2024-02-19,Surgery,Pharmaceuticals,Heparin Vials (box 25),Cardinal Supply Co,165.22,11,1817.42,8,9,True,True
PO-10309,2024-02-24,Cardiology,Lab & Diagnostics,Reagent Pack - Chemistry,OmniHealth Partners,844.72,4,3378.88,11,11,True,True
PO-10310,2024-02-05,Laboratory,Surgical Supplies,Surgical Drapes (case 60),OmniHealth Partners,125.89,8,1007.12,11,11,True,True
PO-10311,2024-02-11,Cardiology,PPE & Safety,Nitrile Exam Gloves (box 200),Regional MedSupply,12.45,325,4046.25,3,6,True,True
PO-10312,2024-02-02,Surgery,Pharmaceuticals,Propofol Vials (box 10),Regional MedSupply,225.39,21,4733.19,8,6,False,True
PO-10313,2024-02-24,ICU,PPE & Safety,Nitrile Exam Gloves (box 200),MedLine Direct,11.34,227,2574.18,6,8,True,True
PO-10314,2024-02-05,Laboratory,Lab & Diagnostics,Rapid Flu Test Kits (box 25),Cardinal Supply Co,249.5,10,2495.0,6,9,True,True
PO-10315,2024-02-09,ICU,PPE & Safety,N95 Respirators (case 210),Apex Medical Group,130.71,26,3398.46,11,13,True,True
PO-10316,2024-02-13,Surgery,Lab & Diagnostics,Blood Collection Tubes (case 1000),OmniHealth Partners,116.68,11,1283.48,8,11,True,True
PO-10317,2024-02-14,Laboratory,PPE & Safety,Face Shields (case 96),Apex Medical Group,73.92,10,739.2,8,13,True,True
PO-10318,2024-02-17,Surgery,Lab & Diagnostics,Specimen Containers (case 500),Regional MedSupply,68.39,18,1231.02,4,6,True,True
PO-10319,2024-02-26,Laboratory,PPE & Safety,Nitrile Exam Gloves (box 200),OmniHealth Partners,11.1,295,3274.5,3,11,True,True
PO-10320,2024-02-15,Emergency,Medical Equipment,Infusion Pump Sets (case 24),MedLine Direct,339.83,5,1699.15,6,8,True,True
PO-10321,2024-02-18,General Medicine,PPE & Safety,Nitrile Exam Gloves (box 200),MedLine Direct,11.61,366,4249.26,4,8,True,True
PO-10322,2024-02-03,Oncology,Surgical Supplies,Laparoscopic Trocars (box 6),Regional MedSupply,419.19,3,1257.57,7,6,False,True
PO-10323,2024-02-19,Emergency,Surgical Supplies,Laparoscopic Trocars (box 6),OmniHealth Partners,407.29,4,1629.16,7,11,True,True
PO-10324,2024-02-06,Emergency,Surgical Supplies,Laparoscopic Trocars (box 6),Cardinal Supply Co,397.62,6,2385.72,6,9,True,True
PO-10325,2024-02-16,Cardiology,PPE & Safety,Isolation Gowns (case 100),OmniHealth Partners,88.25,34,3000.5,10,11,True,True
PO-10326,2024-02-15,Surgery,PPE & Safety,Face Shields (case 96),Regional MedSupply,91.76,7,642.32,2,6,True,True
PO-10327,2024-02-13,Surgery,Pharmaceuticals,Propofol Vials (box 10),OmniHealth Partners,198.78,18,3578.04,8,11,True,True
PO-10328,2024-02-24,Emergency,PPE & Safety,Nitrile Exam Gloves (box 200),Apex Medical Group,11.22,312,3500.64,9,13,True,True
PO-10329,2024-02-11,General Medicine,Lab & Diagnostics,Blood Collection Tubes (case 1000),Apex Medical Group,108.67,18,1956.06,13,13,True,True
PO-10330,2024-02-12,Emergency,Lab & Diagnostics,Specimen Containers (case 500),OmniHealth Partners,60.56,17,1029.52,10,11,True,True
PO-10331,2024-02-16,Emergency,Surgical Supplies,Surgical Drapes (case 60),Apex Medical Group,130.48,8,1043.84,11,13,True,False
PO-10332,2024-02-09,Surgery,PPE & Safety,Nitrile Exam Gloves (box 200),Cardinal Supply Co,11.31,253,2861.43,5,9,True,True
PO-10333,2024-02-06,General Medicine,Pharmaceuticals,Propofol Vials (box 10),Cardinal Supply Co,200.18,16,3202.88,7,9,True,True
PO-10334,2024-02-04,General Medicine,Pharmaceuticals,Propofol Vials (box 10),Apex Medical Group,231.64,24,5559.36,9,13,True,False
PO-10335,2024-02-27,Oncology,PPE & Safety,N95 Respirators (case 210),OmniHealth Partners,139.86,23,3216.78,10,11,True,True
PO-10336,2024-02-07,Emergency,Lab & Diagnostics,Specimen Containers (case 500),MedLine Direct,66.12,13,859.56,5,8,True,True
PO-10337,2024-02-27,Cardiology,Lab & Diagnostics,Specimen Containers (case 500),Apex Medical Group,59.13,15,886.95,9,13,True,True
PO-10338,2024-02-20,Cardiology,Pharmaceuticals,Heparin Vials (box 25),Cardinal Supply Co,167.79,15,2516.85,10,9,False,True
PO-10339,2024-02-09,Laboratory,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Apex Medical Group,599.53,3,1798.59,6,13,True,True
PO-10340,2024-02-26,Cardiology,PPE & Safety,Isolation Gowns (case 100),Cardinal Supply Co,96.56,35,3379.6,9,9,True,True
PO-10341,2024-02-25,General Medicine,PPE & Safety,Nitrile Exam Gloves (box 200),OmniHealth Partners,11.1,259,2874.9,8,11,True,True
PO-10342,2024-02-23,Oncology,Lab & Diagnostics,Reagent Pack - Chemistry,Regional MedSupply,949.17,2,1898.34,2,6,True,True
PO-10343,2024-02-13,Cardiology,PPE & Safety,N95 Respirators (case 210),Cardinal Supply Co,160.05,20,3201.0,4,9,True,False
PO-10344,2024-02-06,Surgery,Lab & Diagnostics,Reagent Pack - Chemistry,Regional MedSupply,1002.18,1,1002.18,7,6,False,True
PO-10345,2024-02-15,ICU,PPE & Safety,Nitrile Exam Gloves (box 200),Regional MedSupply,12.0,296,3552.0,2,6,True,True
PO-10346,2024-02-18,Surgery,Pharmaceuticals,Saline IV Bags 1L (case 12),OmniHealth Partners,72.4,56,4054.4,11,11,True,True
PO-10347,2024-02-03,Surgery,Lab & Diagnostics,Reagent Pack - Chemistry,MedLine Direct,937.36,3,2812.08,8,8,True,True
PO-10348,2024-02-16,Surgery,Medical Equipment,Pulse Oximeter Sensors (box 24),Apex Medical Group,281.38,7,1969.66,13,13,True,True
PO-10349,2024-02-21,Laboratory,Surgical Supplies,Surgical Drapes (case 60),Cardinal Supply Co,131.91,4,527.64,7,9,True,True
PO-10350,2024-02-20,Emergency,Pharmaceuticals,Propofol Vials (box 10),Cardinal Supply Co,215.88,16,3454.08,9,9,True,False
PO-10351,2024-02-18,General Medicine,PPE & Safety,Isolation Gowns (case 100),OmniHealth Partners,91.87,33,3031.71,9,11,True,True
PO-10352,2024-02-23,Laboratory,Pharmaceuticals,Heparin Vials (box 25),Apex Medical Group,156.4,17,2658.8,14,13,False,True
PO-10353,2024-02-14,ICU,Pharmaceuticals,Propofol Vials (box 10),Regional MedSupply,234.07,20,4681.4,4,6,True,True
PO-10354,2024-02-02,Emergency,Surgical Supplies,Suture Kits (box 36),Regional MedSupply,195.43,24,4690.32,1,6,True,True
PO-10355,2024-02-23,Oncology,Medical Equipment,Pulse Oximeter Sensors (box 24),MedLine Direct,293.75,7,2056.25,5,8,True,True
PO-10356,2024-02-26,ICU,Surgical Supplies,Suture Kits (box 36),Cardinal Supply Co,182.59,23,4199.57,7,9,True,True
PO-10357,2024-02-25,ICU,Pharmaceuticals,Saline IV Bags 1L (case 12),Apex Medical Group,72.19,31,2237.89,11,13,True,True
PO-10358,2024-02-02,Surgery,Surgical Supplies,Suture Kits (box 36),MedLine Direct,183.94,17,3126.98,6,8,True,True
PO-10359,2024-02-06,ICU,Pharmaceuticals,Propofol Vials (box 10),OmniHealth Partners,199.67,17,3394.39,7,11,True,True
PO-10360,2024-02-22,ICU,Pharmaceuticals,Saline IV Bags 1L (case 12),MedLine Direct,73.45,54,3966.3,6,8,True,True
PO-10361,2024-02-06,Emergency,PPE & Safety,N95 Respirators (case 210),Apex Medical Group,144.44,18,2599.92,10,13,False,False
PO-10362,2024-02-01,Emergency,PPE & Safety,N95 Respirators (case 210),Apex Medical Group,133.23,24,3197.52,10,13,True,True
PO-10363,2024-02-02,Emergency,Medical Equipment,Pulse Oximeter Sensors (box 24),MedLine Direct,282.15,6,1692.9,7,8,True,True
